0	2	0	0	0	2	0	0	0	2	0	0	2	0	2	2
2	2	2	2	2	2	0	2	0	2	0	2	2	0	0	0
0	0	2	2	0	0	2	0	2	0	0	2	2	0	2	0
0	2	0	2	0	0	2	2	0	0	2	2	2	2	0	0
0	2	2	2	0	0	2	2	0	0	2	0	0	0	0	2
0	0	2	0	2	0	2	0	2	0	2	2	0	0	0	2
2	0	0	0	0	2	0	2	0	0	2	0	2	0	2	2
0	2	8	0	2	2	2	0	2	0	16	2	0	0	0	2
0	0	0	2	2	0	0	2	2	2	0	2	0	0	0	2
0	0	0	0	0	2	0	0	2	2	2	0	0	16	2	2
2	2	0	0	0	2	0	2	0	0	2	2	2	0	2	2
0	0	0	2	0	0	0	0	0	10	2	0	0	2	0	2
0	0	0	2	0	0	10	2	0	0	0	0	8	16	0	0
16	0	2	0	16	0	0	2	0	18	2	0	0	2	0	0
0	0	2	0	2	0	0	0	0	0	2	16	0	2	0	2
0	18	8	10	10	2	10	0	0	8	2	8	10	0	16	2
0	18	10	10	8	2	16	0	0	18	0	10	0	2	2	18
2	2	0	10	16	16	2	0	0	18	18	0	8	18	0	18
10	0	18	18	0	8	18	2	18	0	0	0	2	0	18	0
0	8	0	16	8	0	18	2	16	16	2	16	16	16	18	10
0	8	10	16	0	0	16	18	16	2	0	0	18	0	0	2
16	2	18	0	10	2	16	10	16	8	0	2	2	8	10	8
8	2	8	0	0	2	8	10	0	0	10	2	8	8	16	2
16	0	18	18	0	0	16	16	0	10	8	2	0	0	10	10
8	0	0	18	18	2	0	10	16	16	18	10	18	18	18	8
8	0	2	10	8	2	0	16	10	16	10	2	10	16	16	16
10	16	10	8	16	16	10	8	8	18	18	10	8	18	0	0
10	10	18	105	18	0	16	10	16	8	10	8	10	18	18	2
8	0	16	0	18	18	8	18	8	0	0	8	8	2	0	2
10	18	0	16	8	10	18	8	18	113	18	0	8	8	18	2
2	16	16	0	8	10	16	16	10	8	0	0	10	10	8	10
2	2	10	18	0	0	2	2	10	2	0	18	2	2	0	8
8	0	2	0	0	10	18	0	18	16	2	18	0	0	0	0
0	0	2	2	0	2	0	0	0	0	0	0	2	18	18	18
0	0	18	0	0	0	0	0	2	0	0	0	0	2	18	0
2	10	2	2	0	0	2	2	18	2	0	0	2	2	2	2
2	2	18	0	2	18	2	18	2	18	0	0	0	0	0	2
2	10	0	0	2	0	0	2	0	2	0	0	16	0	2	0
2	16	0	0	0	0	2	2	0	0	2	2	0	0	2	16
0	2	2	0	10	0	2	0	0	0	0	2	2	0	2	2
0	0	0	2	2	0	0	0	0	2	0	2	2	0	2	0
2	0	0	2	0	0	2	0	0	0	0	0	2	2	2	0
0	0	0	0	0	0	0	0	0	2	2	2	0	0	2	2
2	0	2	0	2	0	0	2	0	0	2	0	0	0	10	0
2	0	0	2	0	0	2	0	2	0	2	2	2	2	0	2
2	0	0	2	2	0	2	0	0	2	2	2	0	2	2	0
